id,aggregate value
883,Cameron Blake writer
884,"2 Murder Is Corny 0 Murder Is Corny Action,Drama,Mystery 5 2002-01-01"
885,Adventure 1962-01-01 0 Blueprint for Paradise 26 Blueprint for Paradise 3 60
886,"2004-01-01 Dia de los Dangerous 1 Action,Adventure,Animation 22 0 1 Dia de los Dangerous"
887,"The True Test 8 1996-01-01 Crime,Drama,Mystery 0 5 The True Test"
888,1906-01-01 actor Hans-Albert Martens 1986-01-01
889,1954-01-01 Eli Skorcheva actress
890,30 1 Adventure 8 Enemy Unknown 1957-01-01 Enemy Unknown 0
891,"actress,director 2000-01-01 1938-01-01 Nevena Kokanova"
892,"1995-01-01 director,producer,actor 1898-01-01 Arthur Lubin"
893,Mark Abramson
894,"2002-01-01 1929-01-01 Takhir Sabirov actor,director,writer"
895,2 9 21 1999-01-01 Episode #2.9 0 Episode #2.9 Drama
896,"writer,actor,miscellaneous 1996-01-01 Les Carter"
897,30 The Best Season 1960-01-01 0 Drama 7 25 The Best Season
898,Kari Matchett actress 1970-01-01
899,"editor,sound_department Vesna Biljan"
900,1993-01-01 actress Julia Montoya 1901-01-01
901,"1893-01-01 Ernst Marischka writer,director,soundtrack 1963-01-01"
902,"producer,director,writer Tracy Droz Tragos"
903,"producer,director,assistant_director Iain Paterson"
904,"Sheila James Kuehl 1941-01-01 actress,soundtrack"
905,"1917-01-01 Steve Cochran 1965-01-01 actor,director,writer"
906,"producer,actor,writer 2008-01-01 1925-01-01 Larry Harmon"
907,Kenneth Casey
908,1988-01-01 1908-01-01 DeWitt Bodeen writer
909,Linda Valentine actress
910,actor Michael Munt
911,"cinematographer,miscellaneous,camera_department 1940-01-01 Jir? Mach?ne"
912,Roy Cabana
913,"1 Animation,Family Cvrcek a pavouk 0 5 1978-01-01 Cvrcek a pavouk 3"
914,Fred Barton actor
915,"Ron Rubin actor,writer,producer 1959-01-01"
916,"director,producer,miscellaneous 1955-01-01 Keith Samples"
917,"1 Action,Adventure,Animation 12 0 Episode #11 Episode #11 6 1995-01-01"
918,30 The Nanny from Hell The Nanny from Hell 0 Comedy 4 2002-01-01 3
919,30 1 Prisoner at One O'Clock 0 Prisoner at One O'Clock Drama 1953-01-01 3
920,"1954-01-01 actor,writer,producer Bill Mumy"
921,1988-01-01 1929-01-01 Michael Shaara writer
922,1943-01-01 actor Ken Osmond 2020-01-01
923,"Kit Lukas producer,writer,director"
924,30 Adventure 1962-01-01 0 1962-01-01 The Beachcomber The Beachcomber
925,Dizzy Heights Hotel Comedy 1990-01-01 1992-01-01 0 Dizzy Heights Hotel
926,Geoffrey McGivern 1952-01-01 actor
927,"1 The Street Crime,Drama 1974-01-01 0 The Street 21 60"
928,Benedict Campbell 1957-01-01 actor
929,"2 Crime,Drama,Mystery 58 0 2015-01-01 Maybe Tomorrow 3 Maybe Tomorrow"
930,"1949-01-01 Jir? Schmitzer actor,soundtrack"
931,"2 Cop Killer 44 0 Action,Drama,Mystery 15 2002-01-01 Cop Killer"
932,"7 The Last of the Watermen Crime,Drama,Mystery 0 1994-01-01 The Last of the Watermen 3"
933,1990-01-01 1912-01-01 writer David Chandler
934,30 2004-01-01 The 5 Wood 0 The 5 Wood Comedy 5 4
935,"1946-01-01 Sulevi Peltola actor,director,writer"
936,"1943-01-01 actor,director George Matsui"
937,Episode #1.13 1 0 13 Drama Episode #1.13 1971-01-01
938,"Alex Kamer animation_department,miscellaneous,director"
939,"J.D. Slater composer,director,producer"
940,Elizabeth Berrington actress 1970-01-01
941,1968-01-01 Richard Sulik
942,"Paul Smith actor,soundtrack 1929-01-01 2006-01-01"
943,1975-01-01 El campo para el hombre El campo para el hombre 50 0
944,"Neil McCallum actor,producer,writer 1929-01-01 1976-01-01"
945,1935-01-01 Khayam Mirza-zade 2018-01-01 composer
946,"1982-01-01 1909-01-01 Virginia Bruce actress,soundtrack"
947,"editor,editorial_department,writer Bryan Richert"
948,"1947-01-01 actor,director,producer Bill Smitrovich"
949,actor Jinette DeBard
950,Harriett Argenbright actress
951,Marco Faria composer
952,"Marta Kristen actress,soundtrack 1945-01-01"
953,"1 Action,Animation,Comedy 25 0 2 Hitagi kurabu sono ni 2009-01-01 Hitagi kurabu sono ni"
954,2000-01-01 actress 1926-01-01 Paula Hill
955,"21 1999-01-01 Imaginary Friend 0 2 Animation,Comedy,Fantasy Imaginary Friend 3"
956,"Ricardo Aidar producer,writer,director"
957,"composer,music_department,soundtrack Andy Price"
958,"writer,producer,actor Dana Olsen"
959,Daish? Drama 2016-01-01 Daish? 0
960,The Grand Opening 0 The Grand Opening 29 10 Comedy 2002-01-01 3
961,actress Saskia Backwell
962,"Adam Ellis actor,miscellaneous,writer"
963,"actress,writer,script_department 1966-01-01 Kaarina Hazard"
964,actor 1920-01-01 Eddie Firestone 2007-01-01
965,2 30 Option on a Wife Option on a Wife 0 Drama 1955-01-01 25
966,Derrik Lewis actor 1941-01-01
967,actress Sof?a Boz?n 1958-01-01 1904-01-01
968,"Tony Roberts actor,soundtrack 1939-01-01"
969,Sasha Waddell actress
970,1926-01-01 writer 1997-01-01 Hristo Santov
971,"actress,costume_department,set_decorator Lisa Jai"
972,"1 8 Crime,Drama The Bambara Bust The Bambara Bust 0 60 1973-01-01"
973,1 Reality-TV 0 Du m?ste ta hand om dig sj?lv. S? ?r det h?r ute p? gatan 1 2018-01-01 Du m?ste ta hand om dig sj?lv. S? ?r det h?r ute p? gatan
974,"actress,soundtrack 1964-01-01 Maggie Cheung"
975,1996-01-01 actor 1919-01-01 John Hudson
976,writer Virginia Chase
977,"Hate Crimes Crime,Drama,Mystery 0 Hate Crimes 5 1995-01-01 4"
978,"Jean Allison actress,soundtrack 1929-01-01"
979,"Adventure,Animation,Short 1969-01-01 Maugli. Poslednyaya okhota Akely 19 0 Mowgli. The Last Hunt of Akela"
980,"Chris Whiteneck camera_department,sound_department,cinematographer"
981,"actor,soundtrack Hywel Bennett 2017-01-01 1944-01-01"
982,30 2004-01-01 Mel's Offer 0 1 Mel's Offer Comedy 4
983,Mary C. Ker actress 1950-01-01
984,actor Domenick Delgarde
985,actor Jack Garbutt
986,Bernard Hall actor
987,1957-01-01 actor Lu?s Melo
988,George Merner actor 1939-01-01 2017-01-01
989,"1896-01-01 actor,writer 1983-01-01 Raymond Massey"
990,"Lee Bowman actor,soundtrack 1979-01-01 1914-01-01"
991,"editor,editorial_department,production_manager Carlo Francisco Manatad"
992,"cinematographer,camera_department Andy Collins 1961-01-01"
993,"Kevin Thomsen writer,producer,actor"
994,David Neal
995,"music_department,soundtrack,composer 1916-01-01 Lionel Newman 1989-01-01"
996,1954-01-01 Norma Shattue actress
997,Eli Breaux
998,"Skye Aubrey 2020-01-01 actress,producer 1945-01-01"
999,Sarah Fankboner actress 1945-01-01
1000,"director,actor,miscellaneous Chi-Hwa Chen"
1001,30 0 24 Drama 1959-01-01 The Tenderizer 6 The Tenderizer
1002,"Dick Foran 1910-01-01 actor,soundtrack 1979-01-01"
1003,"Baby, It's You Crime,Drama,Mystery 0 1997-01-01 Baby, It's You 6 5 60"
1004,"1978-01-01 soundtrack,actor,music_department Paleface"
1005,"1 The Mob Riders Drama,Sport,Western The Mob Riders 1962-01-01 0 5 60"
1006,"actor,miscellaneous,producer 1972-01-01 Michael Sinterniklaas"
1007,1985-01-01 actor Gabriel Curtiz 1903-01-01
1008,"Gerald Schnitzer 1917-01-01 writer,director,assistant_director 2016-01-01"
1009,"1973-01-01 actor,producer,soundtrack Jorge Garcia"
1010,"1974-01-01 actress,soundtrack Martha Wentworth 1889-01-01"
1011,Hal Baylor actor 1918-01-01 1998-01-01
1012,2 30 He Always Comes Home 0 He Always Comes Home Drama 32 1955-01-01
1013,Daniel Grao actor 1976-01-01
1014,"writer,producer 1906-01-01 Peter Packer 1987-01-01"
1015,"1972-01-01 1920-01-01 Marilyn Maxwell actress,soundtrack"
1016,1974-01-01 Damien Ferrette actor
1017,1996-01-01 actor Jack Weston 1924-01-01
1018,1927-01-01 2018-01-01 composer Wolfgang Hohensee
1019,Dorion Davis actress
1020,actor Denden 1950-01-01
1021,"writer,producer,actress 1918-01-01 1997-01-01 Thelma Schnee"
1022,"actor,writer,director Charter McCloskey"
1023,"Vadim Khrapachov composer,music_department 1947-01-01 2017-01-01"
1024,Mark Dukic
1025,Adventure Adventures in Paradise 0 Adventures in Paradise 1962-01-01 1959-01-01 60
1026,1952-01-01 actress Michele Turner Wilson
1027,"1999-01-01 Crime,Drama,Mystery 0 22 7 Forgive Us Our Trespasses Forgive Us Our Trespasses"
1028,"producer,writer,miscellaneous James Yoshimura"
1029,"Don DeLillo writer,soundtrack 1936-01-01"
1030,"2002-01-01 actress,soundtrack Hazel Brooks 1924-01-01"
1031,"2 30 Jeopardy 1962-01-01 0 Jeopardy 21 Adventure,Drama,Family"
1032,2 2014-01-01 0 2 49 Drama Chapter 15 Chapter 15
1033,"cinematographer,camera_department,director Adam Arkapaw"
1034,"1925-01-01 Horst Naumann actor,miscellaneous"
1035,30 Code 258 31 Code 258 0 Drama 1956-01-01 3
1036,actor Ian McDiarmid 1944-01-01
1037,"1935-01-01 2014-01-01 Noritaka Sakamoto cinematographer,assistant_director"
1038,"1 54 2014-01-01 7 Crime,Drama,Mystery 0 After You've Gone After You've Gone"
1039,Nicholas Saul
1040,director Frank Zweers
1041,"2003-01-01 writer,actress 1918-01-01 Elizabeth Harrower"
1042,96 Drama Diceria dell'untore 1990-01-01 Breath of Life 0
1043,"Suranne Jones 1978-01-01 actress,writer,producer"
1044,30 0 1 Drama 1959-01-01 7 The Road The Road
1045,"Abduction 1998-01-01 Crime,Drama,Mystery 0 Abduction 17 6"
1046,"1 Drama,Sport,Western 1962-01-01 0 Point of Honor Point of Honor 4 60"
1047,"editor,editorial_department,sound_department Alexandra Anthony"
1048,"Leon Tyler 1932-01-01 actor,soundtrack"
1049,Matt Bardock actor 1970-01-01
1050,"1943-01-01 Karpo Acimovic-Godina cinematographer,director,editor"
1051,Pippa Haywood 1961-01-01 actress
1052,"director,producer,writer Adam Bernstein 1960-01-01"
1053,30 Gino Gino 0 Drama 5 1955-01-01 3
1054,1922-01-01 2015-01-01 writer Mel Goldberg
1055,"soundtrack,actress,composer 1974-01-01 Alanis Morissette"
1056,actor Renny McEvoy 1987-01-01 1905-01-01
1057,Ilya Zveryov writer
1058,Albert Carrier actor 2002-01-01 1919-01-01
1059,"1935-01-01 actor,soundtrack Gary Player"
1060,"Gustav Fr?hlich 1987-01-01 1902-01-01 actor,director,writer"
1061,George Anton actor 1965-01-01
1062,1971-01-01 actor Frank Gun
1063,1 Adventure 1962-01-01 0 32 The Spaniard The Spaniard
1064,Peter Moore camera_department
1065,"2003-01-01 actor,soundtrack,producer 1908-01-01 Buddy Ebsen"
1066,Jack Hedley actor 1930-01-01
1067,"David Rupel writer,producer,miscellaneous"
1068,"Keefe Brasselle 1923-01-01 actor,soundtrack,writer 1981-01-01"
1069,"1982-01-01 1907-01-01 composer,music_department,actor Jir? Srnka"
1070,"1943-01-01 Paul Playdon writer,producer,miscellaneous"
1071,"director,writer Viktor Khramov"
1072,"Kate Parr 1966-01-01 actress,producer"
1073,Sung-Il Jung actor
1074,"actor,soundtrack,director 2004-01-01 Marlon Brando 1924-01-01"
1075,"1908-01-01 actor,miscellaneous Charles Cirillo 1999-01-01"
1076,"writer,assistant_director,producer Philip B. Epstein"
1077,"30 1 Edwina's Escapade 1960-01-01 0 5 Adventure,Drama,Family Edwina's Escapade"
1078,Camila Morgado actress 1975-01-01
1079,"actress,soundtrack 1933-01-01 Ziva Rodann"
1080,"Justin Hurwitz 1985-01-01 writer,soundtrack,producer"
1081,"Roy Glenn 1971-01-01 actor,soundtrack 1914-01-01"
1082,"actress,producer,soundtrack Joyce Van Patten 1934-01-01"
1083,"1988-01-01 actor,soundtrack,producer Ralph Meeker 1920-01-01"
1084,"Dean Wein 1948-01-01 actor,miscellaneous,stunts"
1085,"producer,miscellaneous Minoru Takanashi"
1086,30 1957-01-01 Blizzard 0 Drama 6 5 Blizzard
1087,"2 Action,Adventure,Animation 22 0 13 2006-01-01 Showdown at Cremation Creek: Part 2 Showdown at Cremation Creek: Part 2"
1088,Jack Leonard 1954-01-01 writer 1913-01-01
1089,"2001-01-01 1 Over My Dead Body: Part 1 0 10 Action,Drama,Mystery Over My Dead Body: Part 1"
1090,"Ashley Walters 1982-01-01 actor,producer,writer"
1091,Sophie Ash actress
1092,Somewhere South of Suva 1 Adventure 0 12 48 Somewhere South of Suva 1959-01-01
1093,"Gloria DeHaven actress,soundtrack 2016-01-01 1925-01-01"
1094,Don Shelton actor 1912-01-01 1976-01-01
1095,"1942-01-01 Gale Garnett actress,soundtrack"
1096,"1 Comedy,War Folge 6 1972-01-01 0 Folge 6 6"
1097,"Derek Rogers cinematographer,camera_department,director"
1098,actor 1929-01-01 Peter Kuiper 2007-01-01
1099,"producer,production_manager Simon Lewis"
1100,1906-01-01 actor Hellmut Grube 1970-01-01
1101,"J.G. Thirlwell composer,music_department,soundtrack"
1102,Crime 2016-01-01 Hollywood Homicide Uncovered Hollywood Homicide Uncovered 0
1103,"1921-01-01 2010-01-01 Marilyn Cantor Baker writer,actress,miscellaneous"
1104,"actor,miscellaneous 1907-01-01 Thomas Browne Henry 1980-01-01"
1105,"actor,writer,soundtrack 1912-01-01 1989-01-01 George O'Hanlon"
1106,"1946-01-01 actor,producer 2011-01-01 Pete Postlethwaite"
1107,2000-01-01 1938-01-01 actress Donna Jo Boyce
1108,"1931-01-01 producer,writer,director Jo Swerling Jr."
1109,"Austin Peterson writer,camera_department"
1110,Mariya Zvereva writer
1111,"Raymond Bagatsing actor,soundtrack"
1112,1951-01-01 Donald Losby actor
1113,1 Adventure 31 1962-01-01 0 The Prodigal Pretender The Prodigal Pretender
1114,"actor,soundtrack,writer Ian McKellen 1939-01-01"
1115,"Leslie Libman director,producer,miscellaneous"
1116,"Brigitte Bardot actress,soundtrack,music_department 1934-01-01"
1117,"actor,soundtrack,producer Kevin Zegers 1984-01-01"
1118,2 Adventure 0 Angel of Death 21 1961-01-01 60 Angel of Death
1119,"producer,assistant_director,production_manager Randi Richmond"
1120,9 B?sta testen: Del 1 0 B?sta testen: Del 1 Comedy 2019-01-01 3
1121,"Will Hathaway miscellaneous,art_department"
1122,actor Don Ross 2011-01-01 1920-01-01
1123,"Pu Yi, the Last Emperor Pu Yi, the Last Emperor 104 Documentary 2008-01-01 0"
1124,1940-01-01 2019-01-01 Natalie Trundy actress
1125,"actress,producer 1942-01-01 Carole Wells"
1126,"1974-01-01 miscellaneous,production_manager,producer Heath Banks"
1127,2 21 1999-01-01 Episode #2.5 0 Episode #2.5 Drama 5
1128,"Simon Slater actor,composer,sound_department"
1129,1922-01-01 actor 1983-01-01 Mike Kellin
1130,actor 1908-01-01 1974-01-01 Leon Lontoc
1131,"Kenneth Fink producer,director,writer"
1132,30 The 20-Cent Tip The 20-Cent Tip 0 Drama 6 6 1958-01-01
1133,"director,producer,actor 1919-01-01 2011-01-01 Charles S. Dubin"
1134,1940-01-01 Julie Sommars actress
1135,"producer,writer,miscellaneous Craig Piligian"
1136,"Diana Ross soundtrack,actress,producer 1944-01-01"
1137,Geraldine Carr actress 1954-01-01 1914-01-01
1138,"1915-01-01 2008-01-01 Irving Gertz music_department,composer,soundtrack"
1139,actor Carlos Calder?n
1140,1966-01-01 actor Satoshi Hashimoto
1141,"1910-01-01 actor,soundtrack Scatman Crothers 1986-01-01"
1142,Adventure 18 1962-01-01 0 Please Believe Me 3 60 Please Believe Me
1143,Adventure Queens Back to Back Queens Back to Back 0 4 1961-01-01 3 60
1144,"Harry Beney director,producer,cinematographer"
1145,"21 1999-01-01 Unpopular Mechanics 0 Animation,Comedy,Fantasy Unpopular Mechanics 4 3"
1146,"director,art_director Sandra Khoo Shi Kim"
1147,2007-01-01 Reality-TV 44 0 1 Bug Breeder Bug Breeder 3
1148,1982-01-01 actress Tabrett Bethell
1149,actor 1929-01-01 Klausj?rgen Wussow 2007-01-01
1150,Ilka Zafirova 1941-01-01 actress
1151,David Duval actor
1152,Mary Alan Hokanson 1916-01-01 actress 1994-01-01
1153,"Sarah Padden 1881-01-01 actress,soundtrack 1967-01-01"
1154,1893-01-01 actor 1973-01-01 Carl Benton Reid
1155,Drama 1967-01-01 78 Otklonenie Otklonenie 0
1156,Nginiig 2003-01-01 2006-01-01 Nginiig 0 Horror
1157,"soundtrack,composer,actor Richard Sanderson"
1158,Jane Becker actress
1159,"1974-01-01 actor,producer,writer Leonardo DiCaprio"
1160,Hiroshi Fukazawa producer
1161,2 Adventure A Penny a Day 0 A Penny a Day 27 1961-01-01 60
1162,"The Documentary Crime,Drama,Mystery 0 1997-01-01 11 5 The Documentary"
1163,"Travis Estes actor,composer"
1164,Paul Franklin writer 1980-01-01 1899-01-01
1165,"cinematographer,camera_department G?tz Neumann"
1166,"1910-01-01 Hayden Rorke actor,soundtrack 1987-01-01"
1167,actor Byron Foulger 1970-01-01 1899-01-01
1168,Meyer Dolinsky 1984-01-01 1923-01-01 writer
1169,"director,producer,writer 1947-01-01 Tim Hunter"
1170,"editor,editorial_department,actor Irving Berlin 1981-01-01 1902-01-01"
1171,Joe Matheson actor
1172,"animation_department,director,art_department Miguel Martinez-Joffre"
1173,"actress,casting_department Mairon Bennett 1976-01-01"
1174,2 Episode #2.1 1999-01-01 20 0 1 Drama Episode #2.1
1175,"Pat Crowley actress,soundtrack 1933-01-01"
1176,"producer,animation_department,visual_effects David Lipson"
1177,The Host and the Cloud 2013-01-01 The Host and the Cloud 122 0
1178,2 Tale of a Cayuse 0 Tale of a Cayuse Drama 1955-01-01 26
1179,Mika It? 1984-01-01 actress
1180,Edmund Mills actor
1181,Helen Mayon actress 2001-01-01 1902-01-01
1182,"Jennifer Ray producer,miscellaneous,production_manager"
1183,"Vesa Vierikko actor,writer,soundtrack 1956-01-01"
1184,"writer,miscellaneous 2019-01-01 Maya Turovskaya 1924-01-01"
1185,"1938-01-01 actress,writer,soundtrack 1996-01-01 Luana Anders"
1186,52 1 Chapter 3 2013-01-01 0 Drama Chapter 3 3
1187,1978-01-01 Samara Felippo actress
1188,"actress,soundtrack,producer Milla Jovovich 1975-01-01"
1189,"animation_department,director,writer Jim Gomez"
1190,1958-01-01 Rocky Sonnier
1191,1901-01-01 Hirohito 1989-01-01
1192,"1966-01-01 Erika Strobel writer,miscellaneous,script_department 2017-01-01"
1193,"Erik Ode 1910-01-01 1983-01-01 actor,director,writer"
1194,1972-01-01 actress Kaye Wragg
1195,Andr? Dumas 1996-01-01 1921-01-01 actor
1196,"21 1999-01-01 Too Cool for School Too Cool for School 0 13 Animation,Comedy,Fantasy 3"
1197,Mayumi Shintani actress 1975-01-01
1198,actor 1918-01-01 1959-01-01 William Bishop
1199,1949-01-01 writer Bill Messner-Loebs
1200,"Vladimir Shevtsik cinematographer,camera_department,sound_department 2015-01-01 1937-01-01"
1201,B?st i test 2017-01-01 0 B?st i test Comedy 2021-01-01 60
1202,The Christ Nail The Christ Nail 0 29 Comedy 2005-01-01 5 3
1203,Rayko Izuno actor
1204,"music_department,composer Armando Ferrer"
1205,"30 1 1954-01-01 0 Drama 33 Oh, My Aching Heart Oh, My Aching Heart"
1206,Odair Arribet
1207,"writer,miscellaneous,producer Terry Black"
1208,"Megan Follows 1968-01-01 actress,director,soundtrack"
1209,2 9 Termite Controller Reality-TV 44 Termite Controller 0 2006-01-01
1210,"1 19 Crime,Drama 1974-01-01 Pound of Flesh 0 Pound of Flesh 60"
1211,"Paul Rivoche animation_department,art_department,art_director"
1212,1953-01-01 actress Elizabeth Hanna
1213,"Ga?l Faye 1982-01-01 actor,writer,music_department"
1214,1932-01-01 2013-01-01 actress Liliya Tolmacheva
1215,"producer,writer,actor 1967-01-01 Mark Lamarr"
1216,"1996-01-01 Crime,Drama,Mystery Stakeout 0 Stakeout 15 4"
1217,"Bernie Gozier actor,stunts,soundtrack 1917-01-01 1979-01-01"
1218,Gerard Logan actor
1219,30 Kamikaze Bingo Kamikaze Bingo 0 Comedy 2005-01-01 5 4
1220,actor Manabu Hamada 1976-01-01
1221,actress Joan Sudlow 1970-01-01 1891-01-01
1222,Masa
1223,"director,producer,writer Whitney Ransick"
1224,1 Reality-TV 44 0 13 Chimney Sweeper 2005-01-01 Chimney Sweeper
1225,writer 1876-01-01 Mary Roberts Rinehart 1958-01-01
1226,96 Drama Geratzite 1958-01-01 Geratzite 0
1227,"actor,soundtrack Reginald Gardiner 1980-01-01 1903-01-01"
1228,"Ron Goldstein actor,writer"
1229,"1990-01-01 1916-01-01 actor,director David White"
1230,writer Louis E. Holz
1231,1943-01-01 actor Gerd Blahuschek
1232,Flora Gonzalez
1233,"actor,special_effects,producer 2014-01-01 1928-01-01 Ed Nelson"
1234,"editor,director,producer Scott Huegerich"
1235,Peter Arens actor 1928-01-01 2015-01-01
1236,"Richard L. Bare 2015-01-01 director,writer,producer 1913-01-01"
1237,Christopher Olsen 1946-01-01 actor
1238,"85 Play It Again, Sam Play It Again, Sam 1972-01-01 0 Comedy,Romance"
1239,"miscellaneous,actor,camera_department Greg Skomal"
1240,"James Serafinowicz writer,producer,actor"
1241,"actor,producer,director Daniel Baldwin 1960-01-01"
1242,30 2004-01-01 The Blind Date 0 The Blind Date Comedy 4 3
1243,"composer,music_department,writer 1973-01-01 Rodolfo Sciammarella 1902-01-01"
1244,Michael Aronov actor
1245,"David Janssen 1931-01-01 actor,sound_department,miscellaneous 1980-01-01"
1246,John Larch actor 2005-01-01 1914-01-01
1247,Javier G?mez actor 1956-01-01
1248,30 9 1960-01-01 0 Drama 8 No Margin for Error No Margin for Error
1249,"1961-01-01 Kevin Doyle actor,soundtrack"
1250,actor Robin Weekes
1251,"Eugene Lee actor,miscellaneous,writer"
1252,"actor,producer,writer Christopher Bolton"
1253,Sewer Inspector 1 Reality-TV 44 0 2 2005-01-01 Sewer Inspector
1254,"1 Crime,Drama 0 Crime Without Victim Crime Without Victim 3 60 1973-01-01"
1255,"actor,writer,producer 1924-01-01 Mark Miller"
1256,30 When Queens Ride By When Queens Ride By 0 Drama 8 21 1961-01-01
1257,"Fire: Part 1 Crime,Drama,Mystery 0 1 48 1995-01-01 Fire: Part 1 4"
1258,"Action,Adventure,Animation 22 2003-01-01 The Venture Bros. 0 The Venture Bros. 2018-01-01"
1259,1911-01-01 actor 1992-01-01 Gene O'Donnell
1260,"1961-01-01 Anna May Wong actress,soundtrack,miscellaneous 1905-01-01"
1261,actress 1973-01-01 Mila Kopp 1904-01-01
1262,30 1 8 0 Beloved Aunt Comedy Beloved Aunt 2000-01-01
1263,"1963-01-01 director,producer,editor Greg Jurls"
1264,"1948-01-01 actress,director,soundtrack Kathy Bates"
1265,"Stephanie Morgenstern 1965-01-01 actress,writer,producer"
1266,"producer,actor,director Ben Stiller 1965-01-01"
1267,"1938-01-01 Derek Jacobi actor,producer"
1268,Felix Munro actor
1269,Frances Fuller actress 1907-01-01 1980-01-01
1270,actress 1901-01-01 Marjorie Eaton 1986-01-01
1271,"actress,soundtrack,music_department 1964-01-01 Tabitha St. Germain"
1272,2 Avian Vomitologist Reality-TV 44 0 2006-01-01 Avian Vomitologist 3
1273,Robert Brubaker 1916-01-01 actor 2010-01-01
1274,"miscellaneous,writer,producer Joy Kecken"
1275,52 Chapter 31 0 Drama Chapter 31 2015-01-01 5 3
1276,Liz Gloyn
1277,"Alex Graves producer,director,writer"
1278,"1911-01-01 Jeanette Nolan actress,soundtrack 1998-01-01"
1279,"1993-01-01 writer,miscellaneous,director Carlton E. Morse 1901-01-01"
1280,"Patrick Alexander Stewart cinematographer,producer,camera_department"
1281,Thank You for Your Service 2017-01-01 33 0 9 Thank You for Your Service Comedy 5
1282,30 The Prettiest Girl in Town 0 23 Drama 1959-01-01 6 The Prettiest Girl in Town
1283,"1 Drama,Sport,Western 0 Kelly's Place 1963-01-01 27 Kelly's Place"
1284,"1975-01-01 1892-01-01 actor,soundtrack Frank Puglia"
1285,Mark Davies
1286,"actor,music_department,soundtrack Alencier Ley Lopez"
1287,Steven Mack
1288,"Martin Short actor,writer,producer 1950-01-01"
1289,2 30 1954-01-01 7 0 Drama For Father Darling For Father Darling
1290,writer Pamela Hennell
1291,"1900-01-01 actress,soundtrack,miscellaneous 1974-01-01 Agnes Moorehead"
1292,Brent Bateman
1293,"1931-01-01 2020-01-01 Ian Holm actor,soundtrack,animation_department"
1294,actor Soul-Bot
1295,"actor,writer Alan Heap"
1296,"1948-01-01 actor,production_manager,assistant_director Eugene Mazzola"
1297,The Violent Journey 1 Adventure 1960-01-01 0 24 The Violent Journey 60
1298,1896-01-01 1975-01-01 writer Murray Leinster
1299,actor Richard Abbott 1986-01-01 1899-01-01
1300,actor John Allen
1301,2000-01-01 1922-01-01 actor Abel Franco
1302,actor 1995-01-01 1907-01-01 Stephen Bekassy
1303,"producer,location_management,miscellaneous Matthew Bird"
1304,30 1960-01-01 Unconditional Surrender Unconditional Surrender 0 Drama 8 10
1305,"9 Crime,Drama,Mystery 0 Every Mother's Son Every Mother's Son 1995-01-01 3"
1306,"2009-01-01 actor,miscellaneous,script_department 1918-01-01 Clark Howat"
1307,Martin Ashe actor 1909-01-01 1991-01-01
1308,Izumi Kasagi 1976-01-01 actress
1309,producer Oriel Rodrigues
1310,Alison Glennie actress
1311,"Frantz Herman actor,writer"
1312,"30 Chip 1 1960-01-01 0 Chip Adventure,Drama,Family 3"
1313,1942-01-01 actress Herta Fahrenkrog
1314,"1990-01-01 actor,soundtrack 1909-01-01 Dave Willock"
1315,Green Porno Comedy 2008-01-01 0 Green Porno
1316,Nina Morrison actress
1317,"1 21 0 2 Animation,Comedy,Fantasy Nature 1993-01-01 Nature"
1318,"1946-01-01 Michael Radford director,writer,actor"
1319,"1985-01-01 1895-01-01 Connie Gilchrist actress,soundtrack"
1320,30 At the Edge of the Desert 1960-01-01 0 2 Drama At the Edge of the Desert 8
1321,1940-01-01 2019-01-01 Joan Staley actress
1322,Annemarie Rokoss editor
1323,"1983-01-01 1901-01-01 Joseph Lejtes director,writer,producer"
1324,Damien Samways actor
1325,"actress,director,writer Astrid Frank 1944-01-01"
1326,"Patrick Warburton actor,producer,soundtrack 1964-01-01"
1327,actor 1994-01-01 1912-01-01 Carl Milletaire
1328,2 Zwei Pistolen 64 1964-01-01 0 2 Drama Zwei Pistolen
1329,2000-01-01 Edward Ashley actor 1904-01-01
1330,"editor,editorial_department Michelle Daricek"
1331,"1 Folge 1 Comedy,War Folge 1 1972-01-01 0 1"
1332,"2010-01-01 Willem Breuker composer,music_department,actor 1944-01-01"
1333,"John Beal actor,soundtrack 1909-01-01 1997-01-01"
1334,"2 Action,Adventure,Animation 22 Twenty Years to Midnight 0 2006-01-01 5 Twenty Years to Midnight"
1335,30 19 0 Drama 1958-01-01 5 The Oriental Mind The Oriental Mind
1336,Sean Foster
1337,"director,script_department,miscellaneous Sallie Aprahamian"
1338,"1 Drama,Sport,Western 1962-01-01 0 11 Five by Eight by Eight Five by Eight by Eight"
1339,actor Murray Hamilton 1923-01-01 1986-01-01
1340,2000-01-01 1916-01-01 actor John Kellogg
1341,"1911-01-01 actor,writer,soundtrack Jean-Pierre Aumont 2001-01-01"
1342,"Juno John Lee animation_department,director,art_department"
1343,30 0 13 Drama Faraway Island 1958-01-01 5 Faraway Island
1344,"writer,producer 1910-01-01 1997-01-01 DeVallon Scott"
1345,Mark Maddox
1346,"John David Coles producer,director,editorial_department"
1347,"Cliff Arquette 1974-01-01 actor,soundtrack,writer 1905-01-01"
1348,1961-01-01 actress Judith Jacob
1349,62 Tivoli 0 1 Drama 1965-01-01 Tivoli 3
1350,1 Adventure 1962-01-01 0 23 The Fugitive The Fugitive
